324|412|120|
325|178|54|
326|222|441|
327|91|201|
328|171|290|
329|391|71|
330|244|482|
331|360|277|
332|148|9|
33|300|473|
333|67|43|
334|462|164|
335|494|467|
336|467|26|
337|250|430|
338|284|31|
339|388|351|
340|257|265|
341|126|457|
342|67|229|
343|293|242|
34|365|12|
344|51|256|
345|246|5|
346|137|64|
347|32|459|
348|208|405|
349|227|216|
350|112|396|
351|393|177|
35|175|133|
352|410|375|
353|398|66|
354|200|196|
355|137|24|
356|115|265|
357|269|79|
358|152|228|
359|249|192|
360|139|221|
361|355|309|
362|157|300|
363|284|483|
36|337|463|
3|63|40|
364|108|199|
365|396|410|
366|73|190|
367|32|433|
368|177|92|
369|93|65|
370|115|192|
371|81|92|
37|193|490|
372|246|199|
373|485|451|
374|381|98|
375|116|95|
376|34|359|
377|158|81|
378|428|469|
379|33|261|
380|303|203|
381|484|189|
382|103|348|
383|104|357|
384|34|314|
38|49|11|
385|406|497|
386|158|288|
387|487|129|
388|416|454|
389|407|263|
390|256|428|
391|38|217|
392|40|70|
393|213|170|
394|243|170|
39|429|372|
395|60|481|
396|133|461|
397|186|289|
398|190|379|
399|448|266|
400|461|335|
401|53|311|
40|196|455|
402|120|435|
403|93|77|
404|92|60|
405|127|297|
406|83|113|
407|184|169|
408|226|184|
409|390|17|
410|141|255|
411|419|155|
41|236|23|
412|486|49|
413|438|161|
414|416|149|
415|343|76|
416|319|414|
417|290|189|
418|14|473|
419|370|114|
420|151|273|
421|215|306|
42|248|136|
422|71|127|
423|0|301|
424|114|239|
425|494|65|
426|4|306|
427|206|403|
4|280|29|
428|216|44|
429|259|44|
430|432|312|
431|479|171|
432|333|138|
43|271|479|
433|310|251|
434|108|275|
435|325|219|
436|150|352|
437|43|201|
438|267|240|
439|383|314|
440|289|419|
441|101|167|
44|169|432|
442|89|327|
443|305|315|
444|378|11|
445|213|127|
446|180|290|
447|497|381|
448|444|417|
449|13|386|
450|479|15|
451|388|23|
452|194|470|
453|368|427|
454|167|308|
455|227|275|
45|64|168|
456|49|289|
457|53|425|
458|375|452|
459|73|426|
460|198|179|
461|218|275|
46|208|437|
462|107|327|
463|205|228|
464|91|262|
465|220|405|
466|123|418|
467|290|346|
468|461|368|
469|377|359|
470|382|293|
471|204|415|
472|74|394|
47|349|163|
473|7|168|
474|220|129|
475|287|106|
476|163|41|
477|137|254|
478|355|262|
479|492|143|
480|145|437|
481|453|418|
482|259|99|
483|87|256|
484|21|115|
48|461|21|
485|15|487|
486|469|434|
487|109|437|
488|218|465|
489|307|303|
490|201|19|
491|65|167|
492|426|226|
493|72|73|
494|159|28|
495|415|420|
496|144|439|
497|281|489|
498|164|168|
49|87|483|
499|481|9|
500|473|89|
501|296|418|
502|87|196|
503|322|36|
504|283|391|
50|436|122|
505|182|167|
506|317|354|
507|185|150|
508|154|43|
509|6|78|
510|410|142|
511|423|290|
512|481|14|
513|338|16|
5|134|418|
514|263|289|
51|52|454|
515|372|214|
516|340|61|
517|425|161|
518|245|373|
519|320|427|
520|86|331|
52|142|380|
521|497|459|
522|77|293|
523|176|457|
524|171|407|
525|345|433|
526|288|133|
527|300|175|
528|52|46|
529|302|472|
530|335|228|
531|406|279|
532|390|449|
533|43|410|
53|407|312|
534|310|90|
535|439|167|
536|87|427|
537|28|380|
538|260|85|
539|206|81|
540|286|65|
541|227|184|
542|120|58|
543|247|378|
544|435|193|
54|460|153|
545|210|147|
546|283|133|
547|120|45|
548|269|189|
549|40|434|
550|301|366|
551|497|135|
55|204|29|
552|13|61|
553|490|54|
554|14|6|
555|394|9|
556|149|177|
557|364|210|
558|498|230|
559|476|195|
560|152|61|
561|231|299|
562|480|250|
563|2|480|
56|350|156|
564|143|470|
565|338|29|
566|52|473|
567|417|51|
568|153|229|
569|474|0|
570|498|263|
57|121|0|
571|260|156|
572|43|184|
573|146|210|
574|394|458|
575|284|487|
576|392|61|
577|79|276|
578|372|316|
579|478|346|
580|137|482|
581|440|320|
582|251|316|
583|147|111|
58|332|268|
584|320|77|
585|409|331|
586|278|35|
587|53|0|
588|388|287|
589|237|436|
590|495|407|
591|8|17|
592|125|80|
593|101|331|
594|122|190|
595|357|393|
59|54|468|
596|15|498|
597|238|11|
598|49|428|
599|170|75|
600|171|101|
601|82|322|
602|217|106|
603|143|323|
604|306|288|
605|125|75|
60|66|241|
606|63|445|
607|290|367|
608|179|175|
609|168|251|
610|378|97|
611|448|243|
612|242|75|
613|81|120|
61|444|483|
614|469|379|
615|458|310|
616|73|5|
617|332|406|
618|173|94|
619|168|56|
6|198|426|
620|97|31|
621|294|355|
622|171|437|
62|332|340|
623|390|233|
624|490|321|
625|214|292|
626|41|489|
627|144|458|
628|172|425|
629|72|99|
630|82|238|
631|163|446|
632|436|467|
63|268|36|
633|293|229|
634|481|346|
635|490|403|
636|232|162|
637|240|304|
638|392|49|
639|428|472|
640|247|303|
64|144|127|
641|472|192|
642|353|94|
643|238|61|
644|354|209|
645|304|360|
646|48|34|
647|319|166|
648|446|186|
649|301|400|
650|273|346|
651|22|137|
652|149|80|
653|171|152|
65|341|475|
654|144|353|
655|122|65|
656|350|168|
657|253|445|
658|400|327|
659|360|250|
660|419|101|
66|133|422|
661|406|425|
662|296|10|
663|152|16|
664|400|403|
665|48|335|
666|342|262|
667|117|359|
668|200|56|
669|458|381|
670|139|67|
671|134|262|
67|245|324|
672|73|374|
673|219|252|
674|353|256|
675|124|146|
676|99|334|
677|46|217|
678|351|293|
679|119|199|
680|384|187|
681|436|5|
682|57|257|
68|357|98|
683|84|403|
684|278|176|
685|233|156|
686|320|140|
687|350|55|
688|90|155|
689|215|413|
690|33|312|
691|438|358|
692|306|291|
693|39|265|
69|380|264|
694|280|313|
695|36|326|
696|229|452|
697|401|226|
698|317|231|
699|175|92|
700|340|321|
701|229|203|
702|183|470|
703|273|209|
704|0|185|
705|44|276|
706|414|20|
707|315|386|
70|82|442|
708|278|12|
709|51|392|
710|247|371|
711|190|393|
712|84|24|
713|484|459|
71|372|321|
714|363|416|
715|282|204|
716|440|339|
717|211|160|
718|181|349|
719|207|302|
720|194|236|
721|91|146|
722|242|458|
72|296|237|
723|147|433|
724|462|21|
725|458|1|
726|175|280|
727|156|41|
728|300|455|
729|32|17|
730|132|167|
73|129|455|
731|8|73|
732|496|428|
7|33|251|
733|62|308|
734|363|131|
735|174|360|
736|43|408|
737|397|473|
738|344|146|
739|293|60|
740|21|416|
741|448|477|
742|211|104|
74|233|251|
743|295|37|
744|206|83|
745|274|487|
746|144|144|
747|291|19|
748|8|395|
749|145|383|
750|37|33|
751|141|425|
752|464|252|
75|303|238|
753|225|373|
754|183|499|
755|83|115|
756|482|345|
757|111|365|
758|39|441|
759|317|225|
760|14|175|
761|231|490|
762|273|400|
76|315|64|
763|75|98|
764|343|37|
765|275|453|
766|309|340|
767|430|40|
768|101|118|
769|219|430|
770|212|155|
771|57|62|
772|94|77|
773|113|257|
774|304|409|
775|317|487|
776|320|118|
77|69|303|
777|167|200|
778|381|476|
779|311|286|
780|8|35|
781|225|331|
782|422|447|
783|168|405|
78|354|92|
784|317|280|
785|475|5|
786|181|143|
787|161|265|
788|401|277|
789|146|101|
790|148|177|
791|153|124|
792|122|150|
793|3|358|
79|36|251|
794|424|5|
795|315|481|
796|258|119|
797|185|253|
798|69|58|
799|33|269|
800|488|237|
801|278|484|
802|425|276|
80|269|205|
803|278|152|
804|102|176|
805|212|2|
806|107|203|
807|32|431|
808|299|450|
809|268|186|
810|312|384|
811|19|42|
8|112|121|
812|489|316|
813|382|185|
81|364|388|
814|294|8|
815|146|73|
816|419|267|
817|157|341|
818|336|89|
819|256|154|
820|454|94|
821|156|30|
82|127|403|
822|113|4|
823|63|282|
824|395|360|
825|131|87|
826|473|304|
827|21|253|
828|486|496|
829|49|370|
830|442|62|
831|153|155|
832|344|41|
83|271|173|
833|116|456|
834|197|100|
835|18|128|
836|196|447|
837|355|473|
838|119|475|
839|113|219|
840|213|486|
841|283|128|
842|404|216|
843|275|330|
84|396|490|
844|298|302|
845|15|472|
846|105|426|
847|467|256|
848|169|222|
849|79|327|
850|161|419|
851|10|474|
852|302|395|
853|312|55|
854|166|406|
85|477|461|
855|145|359|
856|189|368|
857|140|22|
858|261|109|
859|112|498|
860|469|153|
861|436|455|
862|72|306|
863|48|458|
86|395|32|
864|431|360|
865|33|474|
866|78|372|
867|318|107|
868|80|13|
869|66|364|
870|303|89|
871|294|333|
872|88|13|
873|11|345|
874|32|332|
87|460|271|
875|49|127|
876|99|412|
877|482|86|
878|80|329|
879|266|218|
880|321|159|
881|43|356|
882|308|108|
883|234|281|
88|394|26|
884|350|402|
885|166|147|
886|440|165|
887|284|487|
888|411|314|
889|11|26|
890|306|135|
891|497|421|
892|307|422|
89|331|320|
893|474|87|
894|27|45|
895|179|253|
896|185|420|
897|357|481|
898|201|330|
899|271|387|
900|30|320|
901|399|424|
902|43|226|
903|218|28|
90|40|484|
904|106|198|
905|49|61|
906|479|373|
907|98|367|
908|338|303|
909|423|84|
910|275|341|
911|89|450|
91|197|269|
912|453|337|
913|86|402|
914|457|275|
915|403|152|
916|162|272|
917|363|236|
918|425|390|
919|225|313|
920|74|184|
921|411|5|
92|167|473|
922|313|213|
9|229|405|
923|302|117|
924|77|237|
925|427|453|
926|219|248|
927|288|361|
928|89|158|
929|494|337|
930|219|132|
931|118|51|
932|73|420|
933|258|174|
93|333|385|
934|298|264|
935|64|81|
936|65|359|
937|156|439|
938|449|233|
939|360|216|
940|235|402|
941|485|339|
942|141|496|
94|256|118|
943|67|135|
944|394|119|
945|270|364|
946|409|9|
947|435|60|
948|143|379|
949|478|269|
950|83|58|
951|50|406|
952|269|327|
953|462|45|
954|102|337|
95|495|240|
955|252|394|
956|440|249|
957|210|447|
958|45|66|
959|407|13|
960|417|10|
961|396|463|
962|254|399|
96|329|231|
963|42|179|
964|413|151|
965|339|489|
966|336|207|
967|319|60|
968|278|78|
969|354|435|
970|218|47|
971|180|142|
972|473|327|
97|281|414|
973|326|322|
974|261|418|
975|349|295|
976|476|408|
977|249|260|
978|190|456|
979|181|480|
980|407|380|
981|0|178|
982|223|359|
983|197|328|
98|388|353|
984|205|149|
985|319|143|
986|85|95|
987|466|171|
988|46|399|
989|1|25|
990|461|297|
99|113|170|
991|443|269|
992|147|197|
993|470|355|
994|127|104|
995|226|107|
996|402|56|
997|210|438|
998|28|248|
999|244|165|
